,winner
72656,1
72657,1
72658,1
72659,0
72660,0
72661,1
72662,0
72663,1
72664,1
72665,0
72666,1
72667,0
72668,0
72669,0
72670,1
72671,1
72672,0
72673,0
72674,0
72675,1
72676,0
72677,0
72678,1
72679,0
72680,1
72681,1
72682,0
72683,0
72684,0
72685,0
72686,0
72687,0
72688,1
72689,0
72690,0
72691,0
72692,1
72693,0
72694,1
72695,1
72696,1
72697,1
72698,0
72699,0
72700,1
72701,1
72702,0
72703,0
72704,0
72705,1
72706,0
72707,0
72708,1
72709,0
72710,1
72711,0
72712,1
72713,1
72714,0
72715,0
72716,1
72717,0
72718,1
72719,0
72720,0
72721,0
72722,1
72723,0
72724,1
72725,1
72726,1
72727,1
72728,1
72729,0
72730,0
72731,0
72732,1
72733,0
72734,0
72735,1
72736,0
72737,0
72738,1
72739,0
72740,1
72741,1
72742,0
72743,0
72744,0
72745,0
72746,0
72747,1
72748,0
72749,0
72750,1
72751,0
72752,0
72753,0
72754,0
72755,1
72756,1
72757,1
72758,1
72759,0
72760,1
72761,1
72762,1
72763,0
72764,1
72765,0
72766,0
72767,0
72768,0
72769,1
72770,0
72771,0
72772,1
72773,0
72774,0
72775,0
72776,0
72777,1
72778,0
72779,1
72780,0
72781,1
72782,0
72783,1
72784,1
72785,1
72786,1
72787,0
72788,0
72789,1
72790,1
72791,1
72792,1
72793,0
72794,0
72795,1
72796,1
72797,1
72798,0
72799,1
72800,0
72801,1
72802,0
72803,1
72804,1
72805,1
72806,0
72807,1
72808,1
72809,0
72810,1
72811,1
72812,0
72813,0
72814,0
72815,1
72816,0
72817,0
72818,0
72819,1
72820,0
72821,0
72822,1
72823,1
72824,0
72825,0
72826,1
72827,0
72828,0
72829,0
72830,0
72831,1
72832,1
72833,1
72834,0
72835,0
72836,1
72837,1
72838,1
72839,0
72840,0
72841,1
72842,1
72843,0
72844,0
72845,1
72846,1
72847,0
72848,1
72849,0
72850,0
72851,0
72852,1
72853,0
72854,1
72855,0
72856,1
72857,0
72858,0
72859,0
72860,1
72861,1
72862,1
72863,0
72864,1
72865,0
72866,1
72867,0
72868,0
72869,1
72870,0
72871,0
72872,0
72873,0
72874,1
72875,1
72876,0
72877,0
72878,0
72879,0
72880,1
72881,1
72882,1
72883,1
72884,0
72885,1
72886,0
72887,0
72888,1
72889,1
72890,1
72891,0
72892,1
72893,0
72894,1
72895,0
72896,0
72897,1
72898,1
72899,1
72900,1
72901,1
72902,1
72903,1
72904,1
72905,0
72906,0
72907,1
72908,1
72909,1
72910,0
72911,1
72912,1
72913,0
72914,0
72915,1
72916,1
72917,1
72918,0
72919,1
72920,1
72921,0
72922,1
72923,0
72924,1
72925,0
72926,0
72927,0
72928,0
72929,0
72930,1
72931,0
72932,0
72933,0
72934,0
72935,1
72936,0
72937,1
72938,1
72939,0
72940,0
72941,0
72942,1
72943,0
72944,1
72945,0
72946,0
72947,0
72948,1
72949,0
72950,1
72951,1
72952,1
72953,0
72954,0
72955,0
72956,1
72957,1
72958,0
72959,1
72960,0
72961,1
72962,1
72963,1
72964,1
72965,0
72966,1
72967,0
72968,1
72969,1
72970,0
72971,1
72972,0
72973,1
72974,1
72975,0
72976,1
72977,0
72978,0
72979,0
72980,0
72981,0
72982,0
72983,0
72984,0
72985,1
72986,0
72987,0
72988,0
72989,1
72990,0
72991,1
72992,1
72993,0
72994,0
72995,0
72996,0
72997,0
72998,1
72999,1
73000,1
73001,0
73002,0
73003,0
73004,1
73005,1
73006,0
73007,1
73008,1
73009,0
73010,1
73011,1
73012,0
73013,1
73014,0
73015,1
73016,0
73017,1
73018,0
73019,0
73020,0
73021,1
73022,0
73023,1
73024,0
73025,0
73026,1
73027,1
73028,1
73029,0
73030,1
73031,0
73032,0
73033,0
73034,1
73035,1
73036,1
73037,0
73038,0
73039,1
73040,1
73041,0
73042,1
73043,1
73044,1
73045,0
73046,0
73047,1
73048,0
73049,1
73050,1
73051,1
73052,0
73053,0
73054,1
73055,1
73056,1
73057,0
73058,0
73059,0
73060,1
73061,0
73062,1
73063,1
73064,1
73065,1
73066,0
73067,0
73068,0
73069,0
73070,0
73071,1
73072,0
73073,0
73074,0
73075,1
73076,1
73077,0
73078,0
73079,1
73080,1
73081,0
73082,1
73083,0
73084,1
73085,1
73086,1
73087,0
73088,0
73089,1
73090,1
73091,1
73092,0
73093,0
73094,1
73095,1
73096,0
73097,0
73098,1
73099,1
73100,1
73101,1
73102,1
73103,1
73104,0
73105,1
73106,0
73107,1
73108,1
73109,0
73110,1
73111,0
73112,0
73113,1
73114,0
73115,1
73116,0
73117,1
73118,1
73119,0
73120,0
73121,1
73122,0
73123,0
73124,0
73125,1
73126,0
73127,0
73128,1
73129,1
73130,0
73131,1
73132,0
73133,1
73134,1
73135,1
73136,0
73137,0
73138,1
73139,0
73140,1
73141,1
73142,0
73143,0
73144,0
73145,1
73146,0
73147,1
73148,1
73149,0
73150,1
73151,0
73152,0
73153,1
73154,0
73155,0
73156,1
73157,1
73158,0
73159,1
73160,1
73161,0
73162,1
73163,0
73164,1
73165,0
73166,0
73167,0
73168,1
73169,1
73170,0
73171,0
73172,1
73173,1
73174,1
73175,0
73176,0
73177,0
73178,0
73179,0
73180,1
73181,1
73182,1
73183,1
73184,1
73185,0
73186,0
73187,1
73188,0
73189,1
73190,1
73191,0
73192,1
73193,1
73194,0
73195,0
73196,0
73197,1
73198,0
73199,0
73200,0
73201,0
73202,0
73203,0
73204,0
73205,0
73206,1
73207,1
73208,0
73209,0
73210,0
73211,1
73212,1
73213,1
73214,0
73215,0
73216,0
73217,0
73218,0
73219,0
73220,1
73221,0
73222,1
73223,0
73224,0
73225,1
73226,0
73227,0
73228,1
73229,0
73230,1
73231,1
73232,1
73233,1
73234,0
73235,1
73236,1
73237,1
73238,0
73239,1
73240,0
73241,0
73242,0
73243,1
73244,0
73245,1
73246,0
73247,0
73248,0
73249,0
73250,0
73251,1
73252,0
73253,1
73254,1
73255,1
73256,1
73257,0
73258,1
73259,1
73260,0
73261,0
73262,0
73263,0
73264,1
73265,1
73266,1
73267,1
73268,0
73269,0
73270,1
73271,0
73272,1
73273,0
73274,0
73275,0
73276,1
73277,1
73278,1
73279,0
73280,0
73281,1
73282,1
73283,1
73284,1
73285,1
73286,0
73287,0
73288,0
73289,1
73290,1
73291,0
73292,1
73293,1
73294,0
73295,0
73296,1
73297,1
73298,0
73299,1
73300,0
73301,1
73302,1
73303,1
73304,1
73305,0
73306,1
73307,1
73308,0
73309,1
73310,0
73311,0
73312,0
73313,1
73314,0
73315,1
73316,1
73317,0
73318,1
73319,1
73320,1
73321,0
73322,0
73323,1
73324,0
73325,1
73326,0
73327,0
73328,1
73329,1
73330,0
73331,0
73332,0
73333,0
73334,1
73335,1
73336,1
73337,1
73338,0
73339,0
73340,0
73341,1
73342,0
73343,1
73344,1
73345,1
73346,1
73347,0
73348,1
73349,0
73350,0
73351,1
73352,0
73353,0
73354,1
73355,0
73356,1
73357,1
73358,1
73359,0
73360,0
73361,1
73362,0
73363,1
73364,0
73365,1
73366,0
73367,1
73368,1
73369,1
73370,0
73371,0
73372,1
73373,1
73374,1
73375,1
73376,0
73377,0
73378,0
73379,1
73380,0
73381,0
73382,1
73383,0
73384,0
73385,0
73386,1
73387,1
73388,1
73389,0
73390,1
73391,1
73392,0
73393,1
73394,1
73395,0
73396,1
73397,1
73398,1
73399,1
73400,0
73401,0
73402,1
73403,0
73404,1
73405,0
73406,0
73407,0
73408,0
73409,0
73410,0
73411,1
73412,1
73413,1
73414,1
73415,1
73416,1
73417,0
73418,0
73419,1
73420,1
73421,0
73422,0
73423,0
73424,1
73425,1
73426,1
73427,1
73428,1
73429,0
73430,0
73431,0
73432,0
73433,1
73434,1
73435,0
73436,1
73437,0
73438,0
73439,1
73440,0
73441,1
73442,0
73443,1
73444,1
73445,1
73446,0
73447,1
73448,0
73449,0
73450,1
73451,0
73452,0
73453,1
73454,0
73455,1
73456,1
73457,1
73458,0
73459,0
73460,0
73461,0
73462,0
73463,1
73464,1
73465,0
73466,0
73467,0
73468,0
73469,0
73470,1
73471,0
73472,1
73473,0
73474,0
73475,0
73476,1
73477,0
73478,0
73479,1
73480,0
73481,1
73482,0
73483,0
73484,1
73485,0
73486,0
73487,0
73488,0
73489,0
73490,1
73491,0
73492,0
73493,1
73494,1
73495,0
73496,0
73497,1
73498,1
73499,0
73500,0
73501,0
73502,0
73503,1
73504,1
73505,1
73506,0
73507,0
73508,0
73509,0
73510,0
73511,1
73512,0
73513,0
73514,1
73515,1
73516,1
73517,0
73518,0
73519,0
73520,1
73521,1
73522,0
73523,0
73524,1
73525,0
73526,1
73527,1
73528,1
73529,0
73530,1
73531,1
73532,0
73533,1
73534,0
73535,0
73536,0
73537,0
73538,0
73539,0
73540,0
73541,1
73542,0
73543,1
73544,1
73545,0
73546,0
73547,0
73548,0
73549,1
73550,1
73551,1
73552,1
73553,0
73554,1
73555,1
73556,1
73557,1
73558,1
73559,1
73560,1
73561,1
73562,1
73563,0
73564,1
73565,1
73566,0
73567,1
73568,0
73569,1
73570,0
73571,0
73572,1
73573,0
73574,1
73575,1
73576,1
73577,1
73578,1
73579,0
73580,0
73581,0
73582,0
73583,1
73584,0
73585,0
73586,0
73587,0
73588,1
73589,0
73590,1
73591,0
73592,1
73593,0
73594,0
73595,0
73596,0
73597,0
73598,1
73599,1
73600,0
73601,0
73602,1
73603,0
73604,1
73605,1
73606,1
73607,0
73608,0
73609,1
73610,0
73611,0
73612,1
73613,1
73614,0
73615,1
73616,1
73617,0
73618,0
73619,1
73620,0
73621,1
73622,0
73623,1
73624,1
73625,0
73626,0
73627,1
73628,0
73629,1
73630,1
73631,0
73632,1
73633,0
73634,1
73635,0
73636,0
73637,1
73638,0
73639,1
73640,1
73641,1
73642,0
73643,1
73644,1
73645,0
73646,0
73647,1
73648,0
73649,0
73650,1
73651,0
73652,1
73653,0
73654,0
73655,0
73656,0
73657,0
73658,1
73659,1
73660,0
73661,1
73662,1
73663,0
73664,0
73665,1
73666,1
73667,0
73668,1
73669,0
73670,1
73671,1
73672,1
73673,0
73674,0
73675,0
73676,1
73677,1
73678,1
73679,1
73680,1
73681,0
73682,0
73683,1
73684,0
73685,1
73686,0
73687,1
73688,0
73689,1
73690,1
73691,1
73692,0
73693,0
73694,1
73695,1
73696,1
73697,0
73698,1
73699,1
73700,0
73701,0
73702,1
73703,1
73704,1
73705,0
73706,0
73707,0
73708,0
73709,1
73710,0
73711,0
73712,1
73713,0
73714,0
73715,0
73716,1
73717,1
73718,0
73719,0
73720,0
73721,0
73722,1
73723,1
73724,1
73725,0
73726,1
73727,1
73728,0
73729,1
73730,1
73731,0
73732,0
73733,1
73734,0
73735,1
73736,0
73737,1
73738,0
73739,0
73740,1
73741,0
73742,0
73743,1
73744,0
73745,1
73746,1
73747,0
73748,0
73749,0
73750,1
73751,0
73752,1
73753,0
73754,1
73755,1
73756,1
73757,0
73758,0
73759,0
73760,1
73761,1
73762,1
73763,0
73764,1
73765,1
73766,0
73767,0
73768,1
73769,1
73770,0
73771,1
73772,1
73773,0
73774,1
73775,1
73776,0
73777,0
73778,1
73779,1
73780,1
73781,0
73782,0
73783,1
73784,1
73785,1
73786,1
73787,0
73788,0
73789,1
73790,1
73791,0
73792,0
73793,1
73794,1
73795,0
73796,1
73797,1
73798,1
73799,0
73800,0
73801,1
73802,1
73803,0
73804,0
73805,0
73806,0
73807,1
73808,0
73809,1
73810,1
73811,1
73812,0
73813,0
73814,1
73815,1
73816,1
73817,0
73818,0
73819,1
73820,0
73821,1
73822,0
73823,1
73824,0
73825,0
73826,0
73827,0
73828,1
73829,0
73830,1
73831,0
73832,1
73833,0
73834,0
73835,0
73836,1
73837,1
73838,1
73839,1
73840,1
73841,0
73842,0
73843,1
73844,1
73845,0
73846,0
73847,0
73848,0
73849,0
73850,1
73851,0
73852,0
73853,0
73854,1
73855,0
73856,1
73857,0
73858,0
73859,1
73860,1
73861,1
73862,1
73863,1
73864,0
73865,1
73866,1
73867,1
73868,1
73869,1
73870,0
73871,0
73872,0
73873,1
73874,0
73875,1
73876,0
73877,1
73878,0
73879,1
73880,1
73881,0
73882,1
73883,1
73884,0
73885,0
73886,0
73887,0
73888,0
73889,1
73890,1
73891,1
73892,1
73893,0
73894,1
73895,1
73896,1
73897,0
73898,0
73899,1
73900,0
73901,0
73902,1
73903,1
73904,1
73905,1
73906,0
73907,0
73908,0
73909,0
73910,1
73911,0
73912,0
73913,1
73914,0
73915,0
73916,1
73917,0
73918,0
73919,0
73920,0
73921,1
73922,0
73923,1
73924,0
73925,1
73926,1
73927,1
73928,0
73929,1
73930,1
73931,0
73932,1
73933,1
73934,1
73935,0
73936,1
73937,0
73938,1
73939,0
73940,1
73941,1
73942,1
73943,0
73944,0
73945,0
73946,1
73947,1
73948,1
73949,0
73950,0
73951,1
73952,1
73953,0
73954,0
73955,1
73956,1
73957,1
73958,0
73959,1
73960,0
73961,1
73962,1
73963,1
73964,0
73965,0
73966,1
73967,1
73968,1
73969,1
73970,1
73971,1
73972,1
73973,0
73974,0
73975,1
73976,1
73977,1
73978,1
73979,0
73980,1
73981,1
73982,0
73983,0
73984,1
73985,0
73986,0
73987,0
73988,0
73989,0
73990,1
73991,1
73992,1
73993,1
73994,1
73995,0
73996,1
73997,0
73998,0
73999,1
74000,0
74001,1
74002,0
74003,1
74004,0
74005,1
74006,1
74007,0
74008,0
74009,0
74010,0
74011,0
74012,0
74013,0
74014,1
74015,1
74016,1
74017,1
74018,0
74019,1
74020,0
74021,0
74022,1
74023,1
74024,0
74025,0
74026,1
74027,0
74028,1
74029,0
74030,0
74031,0
74032,0
74033,0
74034,0
74035,1
74036,0
74037,1
74038,1
74039,1
74040,0
74041,1
74042,1
74043,0
74044,1
74045,0
74046,0
74047,0
74048,1
74049,0
74050,1
74051,0
74052,1
74053,0
74054,1
74055,1
74056,1
74057,0
74058,0
74059,1
74060,1
74061,1
74062,1
74063,0
74064,0
74065,1
74066,1
74067,1
74068,1
74069,1
74070,0
74071,1
74072,0
74073,1
74074,0
74075,0
74076,1
74077,1
74078,1
74079,0
74080,1
74081,1
74082,1
74083,1
74084,1
74085,0
74086,1
74087,1
74088,0
74089,1
74090,0
74091,0
74092,1
74093,1
74094,0
74095,1
74096,0
74097,1
74098,1
74099,1
74100,0
74101,1
74102,1
74103,0
74104,1
74105,0
74106,1
74107,0
74108,1
74109,1
74110,0
74111,0
74112,1
74113,0
74114,0
74115,1
74116,1
74117,1
74118,1
74119,1
74120,1
74121,0
74122,1
74123,0
74124,0
74125,1
74126,0
74127,0
74128,0
74129,0
74130,0
74131,0
74132,0
74133,0
74134,1
74135,1
74136,0
74137,0
74138,1
74139,0
74140,1
74141,1
74142,1
74143,0
74144,0
74145,0
74146,1
74147,0
74148,0
74149,1
74150,1
74151,1
74152,1
74153,1
74154,0
74155,1
74156,0
74157,1
74158,1
74159,1
74160,1
74161,1
74162,1
74163,0
74164,1
74165,0
74166,1
74167,0
74168,1
74169,1
74170,1
74171,0
74172,1
74173,0
74174,1
74175,0
74176,1
74177,1
74178,0
74179,0
74180,0
74181,0
74182,0
74183,1
74184,1
74185,1
74186,0
74187,0
74188,0
74189,0
74190,0
74191,0
74192,0
74193,1
74194,1
74195,1
74196,0
74197,1
74198,0
74199,0
74200,1
74201,1
74202,1
74203,1
74204,1
74205,1
74206,1
74207,0
74208,0
74209,0
74210,1
74211,1
74212,0
74213,0
74214,0
74215,0
74216,0
74217,0
74218,1
74219,1
74220,1
74221,1
74222,1
74223,1
74224,0
74225,0
74226,0
74227,0
74228,1
74229,0
74230,0
74231,0
74232,1
74233,0
74234,0
74235,0
74236,1
74237,1
74238,1
74239,1
74240,1
74241,1
74242,1
74243,1
74244,0
74245,1
74246,1
74247,0
74248,1
74249,1
74250,1
74251,1
74252,0
74253,1
74254,0
74255,0
74256,0
74257,0
74258,0
74259,1
74260,0
74261,0
74262,1
74263,0
74264,1
74265,1
74266,1
74267,0
74268,0
74269,0
74270,0
74271,1
74272,1
74273,0
74274,1
74275,0
74276,0
74277,1
74278,1
74279,1
74280,0
74281,0
74282,0
74283,1
74284,0
74285,0
74286,0
74287,1
74288,0
74289,1
74290,0
74291,1
74292,0
74293,1
74294,0
74295,1
74296,0
74297,1
74298,0
74299,0
74300,1
74301,0
74302,1
74303,0
74304,0
74305,0
74306,1
74307,1
74308,1
74309,1
74310,1
74311,0
74312,1
74313,0
74314,0
74315,0
74316,1
74317,0
74318,0
74319,0
74320,1
74321,0
74322,0
74323,0
74324,0
74325,1
74326,1
74327,0
74328,1
74329,0
74330,0
74331,0
74332,1
74333,0
74334,0
74335,0
74336,1
74337,1
74338,0
74339,1
74340,0
74341,1
74342,1
74343,1
74344,0
74345,1
74346,1
74347,0
74348,1
74349,0
74350,0
74351,0
74352,1
74353,0
74354,0
74355,0
74356,0
74357,0
74358,1
74359,0
74360,0
74361,0
74362,1
74363,0
74364,0
74365,1
74366,1
74367,0
74368,1
74369,0
74370,1
74371,0
74372,1
74373,0
74374,1
74375,1
74376,0
74377,1
74378,0
74379,1
74380,1
74381,0
74382,0
74383,0
74384,1
74385,0
74386,0
74387,0
74388,1
74389,1
74390,1
74391,1
74392,1
74393,0
74394,0
74395,1
74396,0
74397,1
74398,1
74399,1
74400,1
74401,0
74402,1
74403,1
74404,0
74405,0
74406,0
74407,0
74408,1
74409,1
74410,1
74411,0
74412,1
74413,0
74414,1
74415,0
74416,1
74417,0
74418,0
74419,1
74420,1
74421,0
74422,1
74423,1
74424,0
74425,0
74426,1
74427,1
74428,0
74429,0
74430,1
74431,0
74432,0
74433,1
74434,0
74435,0
74436,1
74437,0
74438,1
74439,1
74440,1
74441,0
74442,1
74443,1
74444,1
74445,1
74446,0
74447,1
74448,1
74449,0
74450,1
74451,0
74452,0
74453,0
74454,0
74455,0
74456,1
74457,0
74458,0
74459,0
74460,1
74461,1
74462,0
74463,1
74464,1
74465,1
74466,0
74467,1
74468,0
74469,1
74470,1
74471,1
74472,1
74473,0
74474,1
74475,0
74476,1
74477,0
74478,1
74479,0
74480,1
74481,0
74482,0
74483,0
74484,0
74485,0
74486,0
74487,1
74488,0
74489,1
74490,1
74491,0
74492,0
74493,0
74494,1
74495,1
74496,1
74497,0
74498,1
74499,0
74500,0
74501,0
74502,0
74503,0
74504,1
74505,0
74506,0
74507,0
74508,0
74509,1
74510,0
74511,0
74512,0
74513,0
74514,1
74515,1
74516,1
74517,0
74518,1
74519,1
74520,0
74521,1
74522,0
74523,1
74524,0
74525,1
74526,1
74527,0
74528,0
74529,0
74530,0
74531,0
74532,0
74533,0
74534,1
74535,1
74536,1
74537,1
74538,0
74539,0
74540,0
74541,1
74542,0
74543,1
74544,1
74545,0
74546,1
74547,0
74548,1
74549,0
74550,0
74551,1
74552,0
74553,0
74554,0
74555,0
74556,0
74557,1
74558,1
74559,0
74560,1
74561,0
74562,0
74563,0
74564,0
74565,0
74566,1
74567,0
74568,0
74569,1
74570,0
74571,0
74572,1
74573,0
74574,1
74575,0
74576,1
74577,1
74578,0
74579,0
74580,0
74581,0
74582,1
74583,1
74584,1
74585,0
74586,1
74587,0
74588,0
74589,0
74590,1
74591,0
74592,1
74593,0
74594,0
74595,0
74596,1
74597,1
74598,1
74599,1
74600,0
74601,1
74602,0
74603,0
74604,0
74605,1
74606,1
74607,1
74608,1
74609,1
74610,0
74611,1
74612,0
74613,1
74614,1
74615,1
74616,1
74617,1
74618,0
74619,1
74620,0
74621,1
74622,0
74623,1
74624,0
74625,0
74626,1
74627,1
74628,1
74629,0
74630,1
74631,1
74632,1
74633,0
74634,1
74635,1
74636,1
74637,0
74638,0
74639,0
74640,0
74641,0
74642,1
74643,1
74644,1
74645,1
74646,1
74647,1
74648,0
74649,0
74650,0
74651,0
74652,0
74653,0
74654,1
74655,1
74656,0
74657,1
74658,0
74659,0
74660,1
74661,1
74662,0
74663,0
74664,0
74665,1
74666,0
74667,1
74668,0
74669,0
74670,1
74671,1
74672,0
74673,1
74674,0
74675,1
74676,0
74677,1
74678,0
74679,1
74680,1
74681,1
74682,0
74683,1
74684,1
74685,1
74686,0
74687,0
74688,1
74689,1
74690,1
74691,0
74692,1
74693,0
74694,0
74695,0
74696,0
74697,0
74698,0
74699,1
74700,0
74701,0
74702,1
74703,1
74704,1
74705,1
74706,1
74707,0
74708,0
74709,1
74710,0
74711,0
74712,1
74713,0
74714,0
74715,0
74716,0
74717,1
74718,0
74719,0
74720,0
74721,1
74722,0
74723,0
74724,0
74725,0
74726,0
74727,1
74728,0
74729,1
74730,0
74731,0
74732,1
74733,1
74734,1
74735,1
74736,0
74737,1
74738,1
74739,1
74740,0
74741,1
74742,1
74743,0
74744,1
74745,1
74746,1
74747,0
74748,0
74749,1
74750,0
74751,0
74752,1
74753,0
74754,1
74755,1
74756,0
74757,0
74758,0
74759,1
74760,1
74761,0
74762,0
74763,1
74764,0
74765,0
74766,0
74767,1
74768,1
74769,0
74770,1
74771,1
74772,1
74773,1
74774,0
74775,0
74776,1
74777,1
74778,1
74779,1
74780,0
74781,0
74782,0
74783,0
74784,1
74785,1
74786,0
74787,1
74788,0
74789,0
74790,1
74791,1
74792,1
74793,1
74794,0
74795,1
74796,1
74797,1
74798,0
74799,0
74800,1
74801,1
74802,1
74803,0
74804,0
74805,1
74806,1
74807,1
74808,1
74809,0
74810,0
74811,0
74812,0
74813,0
74814,1
74815,0
74816,1
74817,0
74818,1
74819,1
74820,0
74821,1
74822,1
74823,1
74824,0
74825,1
74826,0
74827,1
74828,1
74829,0
74830,0
74831,0
74832,1
74833,0
74834,0
74835,0
74836,1
74837,0
74838,0
74839,0
74840,1
74841,0
74842,1
74843,0
74844,0
74845,0
74846,0
74847,1
74848,1
74849,0
74850,1
74851,0
74852,0
74853,0
74854,1
74855,1
74856,1
74857,0
74858,0
74859,1
74860,1
74861,1
74862,0
74863,0
74864,0
74865,0
74866,0
74867,1
74868,1
74869,0
74870,1
74871,1
74872,0
74873,1
74874,1
74875,0
74876,0
74877,1
74878,0
74879,0
74880,0
74881,0
74882,1
74883,0
74884,1
74885,1
74886,0
74887,0
74888,0
74889,1
74890,0
74891,0
74892,0
74893,0
74894,1
74895,0
74896,0
74897,0
74898,1
74899,0
74900,0
74901,0
74902,0
74903,1
74904,0
74905,0
74906,0
74907,1
74908,1
74909,0
74910,1
74911,1
74912,1
74913,1
74914,1
74915,0
74916,1
74917,1
74918,0
74919,0
74920,0
74921,1
74922,0
74923,1
74924,0
74925,1
74926,0
74927,1
74928,1
74929,1
74930,0
74931,0
74932,1
74933,1
74934,0
74935,0
74936,1
74937,1
74938,1
74939,1
74940,0
74941,1
74942,0
74943,0
74944,0
74945,0
74946,1
74947,0
74948,1
74949,0
74950,0
74951,0
74952,1
74953,0
74954,0
74955,1
74956,1
74957,0
74958,1
74959,0
74960,1
74961,0
74962,1
74963,1
74964,0
74965,1
74966,1
74967,1
74968,1
74969,1
74970,1
74971,1
74972,0
74973,0
74974,0
74975,1
74976,0
74977,1
74978,1
74979,0
74980,1
74981,0
74982,0
74983,0
74984,0
74985,0
74986,1
74987,1
74988,0
74989,0
74990,0
74991,0
74992,1
74993,1
74994,0
74995,1
74996,1
74997,1
74998,0
74999,1
75000,0
75001,1
75002,1
75003,1
75004,0
75005,0
75006,0
75007,0
75008,0
75009,0
75010,1
75011,1
75012,1
75013,0
75014,0
75015,1
75016,1
75017,0
75018,0
75019,1
75020,1
75021,1
75022,1
75023,0
75024,0
75025,0
75026,1
75027,1
75028,0
75029,1
75030,0
75031,0
75032,1
75033,0
75034,1
75035,0
75036,0
75037,1
75038,0
75039,0
75040,1
75041,1
75042,0
75043,0
75044,0
75045,1
75046,0
75047,1
75048,1
75049,1
75050,1
75051,0
75052,0
75053,0
75054,0
75055,0
75056,1
75057,0
75058,0
75059,1
75060,1
75061,0
75062,1
75063,1
75064,0
75065,0
75066,0
75067,0
75068,0
75069,1
75070,1
75071,1
75072,0
75073,0
75074,1
75075,1
75076,0
75077,0
75078,1
75079,0
75080,1
75081,1
75082,0
75083,0
75084,0
75085,1
75086,0
75087,0
75088,1
75089,1
75090,1
75091,1
75092,0
75093,0
75094,0
75095,1
75096,1
75097,1
75098,0
75099,1
75100,0
75101,1
75102,0
75103,0
75104,0
75105,0
75106,1
75107,0
75108,0
75109,0
75110,0
75111,0
75112,1
75113,1
75114,1
75115,1
75116,1
75117,1
75118,1
75119,1
75120,1
75121,1
75122,0
75123,0
75124,0
75125,1
75126,0
75127,0
75128,1
75129,1
75130,1
75131,0
75132,0
75133,0
75134,1
75135,0
75136,1
75137,1
75138,1
75139,1
75140,0
75141,1
75142,1
75143,1
75144,1
75145,0
75146,0
75147,1
75148,0
75149,0
75150,1
75151,1
75152,1
75153,0
75154,1
75155,0
75156,0
75157,1
75158,1
75159,1
75160,1
75161,1
75162,0
75163,0
75164,0
75165,0
75166,0
75167,0
75168,0
75169,1
75170,0
75171,1
75172,1
75173,1
75174,1
75175,0
75176,0
75177,0
75178,0
75179,1
75180,0
75181,0
75182,1
75183,0
75184,1
75185,0
75186,0
75187,1
75188,1
75189,1
75190,0
75191,1
75192,1
75193,0
75194,1
75195,0
75196,1
75197,0
75198,0
75199,1
75200,1
75201,1
75202,1
75203,0
75204,1
75205,0
75206,0
75207,1
75208,0
75209,1
75210,0
75211,0
75212,1
75213,1
75214,1
75215,1
75216,0
75217,0
75218,1
75219,1
75220,1
75221,0
75222,1
75223,1
75224,0
75225,1
75226,1
75227,0
75228,1
75229,1
75230,0
75231,1
75232,1
75233,0
75234,1
75235,0
75236,1
75237,1
75238,0
75239,0
75240,1
75241,1
75242,0
75243,0
75244,0
75245,1
75246,1
75247,0
75248,1
75249,0
75250,1
75251,0
75252,0
75253,0
75254,0
75255,1
75256,0
75257,1
75258,1
75259,1
75260,1
75261,1
75262,1
75263,0
75264,1
75265,1
75266,0
75267,1
75268,0
75269,1
75270,0
75271,1
75272,1
75273,0
75274,0
75275,1
75276,1
75277,1
75278,0
75279,0
75280,0
75281,0
75282,1
75283,0
75284,0
75285,1
75286,0
75287,1
75288,1
75289,1
75290,1
75291,0
75292,0
75293,0
75294,0
75295,0
75296,1
75297,0
75298,1
75299,0
75300,1
75301,0
75302,0
75303,0
75304,1
75305,0
75306,0
75307,0
75308,1
75309,0
75310,0
75311,1
75312,0
75313,0
75314,0
75315,1
75316,1
75317,1
75318,1
75319,1
75320,1
75321,1
75322,1
75323,1
75324,1
75325,0
75326,0
75327,0
75328,0
75329,0
75330,1
75331,1
75332,0
75333,0
75334,0
75335,1
75336,0
75337,1
75338,1
75339,1
75340,0
75341,0
75342,0
75343,0
75344,1
75345,0
75346,0
75347,1
75348,0
75349,1
75350,1
75351,0
75352,0
75353,0
75354,0
75355,0
75356,0
75357,1
75358,0
75359,1
75360,1
75361,1
75362,1
75363,1
75364,1
75365,0
75366,0
75367,0
75368,0
75369,1
75370,1
75371,0
75372,0
75373,0
75374,1
75375,1
75376,1
75377,1
75378,1
75379,0
75380,0
75381,0
75382,1
75383,0
75384,1
75385,1
75386,1
75387,0
75388,0
75389,1
75390,1
75391,1
75392,0
75393,1
75394,1
75395,1
75396,1
75397,1
75398,1
75399,0
75400,1
75401,0
75402,0
75403,0
75404,1
75405,1
75406,0
75407,1
75408,0
75409,1
75410,1
75411,1
75412,0
75413,1
75414,1
75415,1
75416,1
75417,0
75418,1
75419,0
75420,1
75421,0
75422,0
75423,0
75424,0
75425,1
75426,0
75427,1
75428,1
75429,1
75430,0
75431,0
75432,0
75433,1
75434,0
75435,1
75436,0
75437,0
75438,1
75439,1
75440,1
75441,0
75442,1
75443,1
75444,0
75445,1
75446,0
75447,0
75448,1
75449,1
75450,1
75451,1
75452,0
75453,0
75454,1
